TRIAL_DATE,PURCHASED_PLAN,PURCHASE_DATE,UPGRADE_PRODUCT_x,MARKETING_PROD_LVL,SALES_PROD_LVL,SERVICE_PROD_LVL,PAID_HUB,COUNTRY,LANGUAGE,SOURCE,TRIAL_HUB,ALL_ITEMS,PURCHASE_HUB,TG_PAGEVIEW,TG_INTERACTION,UPGRADE_PRODUCT_y,SEO_PAGEVIEW,SOCIAL_PAGEVIEW,LANDING_PAGEVIEW,BLOG_PAGEVIEW,WEBSITE_PAGEVIEW,CTA_PAGEVIEW,ADS_PAGEVIEW,ABTEST_PAGEVIEW,WORKFLOWS_PAGEVIEW,ANALYTICS_TOOLS_PAGEVIEW,CAMPAIGNS_PAGEVIEW,REPORT_BUILDER_PAGEVIEW,DASHBORD_PAGEVIEW,DMT_PAGEVIEW,LEARN_PAGEVIEW,DISCOVERY_COUNT,SEGMENT
2019-08-20,,,marketing-pro,free,none,none,FALSE,Germany,German,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,5,Other
2019-07-31,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,10,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Other
2019-08-19,,,marketing-pro,free,none,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Other
2019-08-03,,,marketing-pro,free,none,none,FALSE,Pakistan,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-07,,,marketing-pro,starter,starter,starter,TRUE,Egypt,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,7,Other
2019-08-01,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Other
2019-08-05,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Other
2019-08-20,,,marketing-pro,starter,free,free,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,1,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,4,Other
2019-08-01,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,6,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,Vietnam,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,9,Other
2019-08-12,,,marketing-pro,free,free,free,FALSE,Ireland,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-social,Marketing,,,1,0,marketing-pro,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,Other
2019-08-01,,,marketing-pro,free,free,free,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,8,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,Brazil,Portuguese,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Other
2019-08-14,,,marketing-pro,starter,starter,free,TRUE,Australia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,5,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,Palestine,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,6,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,South Africa,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-14,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,7,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,Switzerland,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,Nigeria,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,Poland,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,8,Other
2019-08-01,,,marketing-pro,starter,pro,free,TRUE,Germany,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,5,Other
2019-08-02,,,marketing-pro,free,none,none,FALSE,Mexico,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,9,Other
2019-08-13,,,marketing-pro,free,starter,free,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-07,,,marketing-pro,free,free,free,FALSE,South Africa,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,4,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-14,,,marketing-pro,free,starter,free,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,Other
2019-08-18,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,9,Other
2019-08-05,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,5,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,Other
2019-08-07,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,India,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Other
2019-08-21,,,marketing-pro,free,free,free,FALSE,New Zealand,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Other
2019-08-05,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,7,Other
2019-08-04,,,marketing-pro,free,none,none,FALSE,United Arab Emirates,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Other
2019-08-02,,,marketing-pro,free,free,free,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-14,,,marketing-pro,free,starter,free,TRUE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,Netherlands,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,6,Other
2019-08-05,,,marketing-pro,free,free,free,FALSE,Colombia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,7,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,Ukraine,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-07-31,,,marketing-pro,free,starter,free,TRUE,Germany,German,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,7,Other
2019-08-13,,,marketing-pro,starter,pro,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Other
2019-08-06,,,marketing-pro,free,starter,free,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,5,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,Israel,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,4,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Other
2019-08-10,,,marketing-pro,free,none,none,FALSE,Indonesia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,Other
2019-08-20,,,marketing-pro,free,free,none,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,Other
2019-08-15,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,1,marketing-pro,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,France,French,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,United States,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,Australia,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,4,Other
2019-08-12,,,marketing-pro,starter,pro,free,TRUE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,5,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,Mongolia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-10,,,marketing-pro,free,starter,none,TRUE,Poland,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,9,Other
2019-08-02,1,2019-08-09 14:03:38,marketing-pro,starter,free,free,TRUE,France,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Tech Service: First-Time Template Setup""
 ]",Marketing,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,11,Other
2019-08-16,1,2019-08-26 14:39:14,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Additional Contacts"",
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Tech Service: First-Time Template Setup"",
  ""HubSpot for Startups Setup""
 ]",Marketing,1,0,marketing-pro,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,Other
2019-08-23,1,2019-08-26 21:55:16,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Tech Service: First-Time Template Setup"",
  ""Marketing Hub Professional Onboarding""
 ]",Marketing,1,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,Other
2019-08-07,,,marketing-pro,starter,free,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-12,,,marketing-pro,free,none,none,FALSE,South Africa,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,9,Other
2019-08-12,,,marketing-pro,free,none,none,FALSE,Pakistan,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,Other
2019-08-18,,,marketing-pro,free,none,none,FALSE,Israel,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-21,,,marketing-pro,free,free,free,FALSE,Austria,German,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,Other
2019-08-13,,,marketing-pro,free,free,free,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,Other
2019-08-14,,,marketing-pro,starter,free,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,9,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,8,Other
2019-08-07,1,2019-08-08 17:11:29,marketing-pro,starter,starter,free,TRUE,Costa Rica,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Tech Service: First-Time Template Setup"",
  ""HubSpot for Startups Setup""
 ]",Marketing,0,0,marketing-pro,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,4,Other
2019-08-05,1,2019-08-22 20:17:12,marketing-pro,free,starter,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Additional Contacts"",
  ""Marketing Hub Starter""
 ]",Marketing,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,10,Other
2019-08-05,1,2019-08-23 18:06:41,marketing-pro,free,starter,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Additional Contacts"",
  ""Tech Service: First-Time Template Setup""
 ]",Marketing,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,10,Other
2019-08-14,1,2019-08-27 14:15:04,marketing-pro,starter,pro,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Additional Contacts"",
  ""Reporting Add-on"",
  ""Tech Service: First-Time Template Setup"",
  ""Marketing Hub Professional Onboarding""
 ]",Marketing,1,1,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,6,Other
2019-08-18,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,8,Other
2019-08-18,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,3,Other
2019-08-17,,,marketing-pro,starter,starter,free,TRUE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,10,Other
2019-08-16,,,marketing-pro,starter,free,free,TRUE,Netherlands,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,Other
2019-08-22,,,marketing-pro,free,free,free,FALSE,Nigeria,English,learning-center-content-trial-button-social,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-13,1,2019-08-22 16:16:00,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Sales Hub Starter"",
  ""Marketing Hub Starter""
 ]",Marketing,0,0,marketing-pro,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,5,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,Dominican Republic,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
2019-08-05,,,marketing-pro,free,free,free,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,Other
2019-08-16,,,marketing-pro,free,ent,free,TRUE,Sweden,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,5,Other
2019-08-18,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Other
2019-08-19,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-19,,,marketing-pro,starter,starter,free,TRUE,France,French,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,0,marketing-pro,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,6,Other
2019-08-08,,,marketing-pro,free,free,free,FALSE,Norway,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,9,Other
2019-08-10,1,2019-08-24 19:01:45,marketing-pro,free,free,free,FALSE,Colombia,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Starter"",
  ""Sales Hub Starter"",
  ""Service Hub Starter""
 ]",Marketing,1,0,marketing-pro,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,6,Other
2019-08-07,,,marketing-pro,free,starter,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,7,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,Netherlands,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,Other
2019-07-31,1,2019-08-05 9:15:30,marketing-pro,free,free,free,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Additional Contacts"",
  ""Tech Service: First-Time Template Setup"",
  ""Marketing Hub Professional Onboarding""
 ]",Marketing,0,0,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Other
2019-08-20,,,marketing-pro,free,free,none,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-20,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Other
2019-08-01,,,marketing-pro,free,none,none,FALSE,Mexico,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,8,Other
2019-08-15,,,marketing-pro,free,none,none,FALSE,Nigeria,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-16,,,marketing-pro,free,pro,free,TRUE,Malaysia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,9,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,Uganda,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Other
2019-08-08,,,marketing-pro,free,none,none,FALSE,Vietnam,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-09,,,marketing-pro,starter,starter,free,TRUE,Australia,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,Other
