TRIAL_DATE,PURCHASED_PLAN,PURCHASE_DATE,UPGRADE_PRODUCT_x,MARKETING_PROD_LVL,SALES_PROD_LVL,SERVICE_PROD_LVL,PAID_HUB,COUNTRY,LANGUAGE,SOURCE,TRIAL_HUB,ALL_ITEMS,PURCHASE_HUB,TG_PAGEVIEW,TG_INTERACTION,UPGRADE_PRODUCT_y,SEO_PAGEVIEW,SOCIAL_PAGEVIEW,LANDING_PAGEVIEW,BLOG_PAGEVIEW,WEBSITE_PAGEVIEW,CTA_PAGEVIEW,ADS_PAGEVIEW,ABTEST_PAGEVIEW,WORKFLOWS_PAGEVIEW,ANALYTICS_TOOLS_PAGEVIEW,CAMPAIGNS_PAGEVIEW,REPORT_BUILDER_PAGEVIEW,DASHBORD_PAGEVIEW,DMT_PAGEVIEW,LEARN_PAGEVIEW,DISCOVERY_COUNT,SEGMENT
2019-08-05,,,marketing-pro,free,free,none,FALSE,Spain,Spanish,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-13,,,marketing-pro,starter,starter,none,TRUE,Brazil,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-social,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,Brazil,Portuguese,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,Other
2019-08-17,,,marketing-pro,free,free,free,FALSE,Nigeria,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-15,,,marketing-pro,free,none,none,FALSE,Indonesia,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,Other
2019-08-18,,,marketing-pro,free,free,free,FALSE,Luxembourg,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,Other
2019-08-14,,,marketing-pro,free,free,free,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,9,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,Mexico,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-14,,,marketing-pro,free,free,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,Other
2019-08-18,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,11,Other
2019-08-02,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-08,,,marketing-pro,free,starter,none,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,Netherlands,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,1,marketing-pro,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,6,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,New Zealand,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-20,,,marketing-pro,basic,pro,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,Switzerland,French,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,6,Other
2019-08-05,,,marketing-pro,free,none,none,FALSE,Nigeria,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Other
2019-08-05,,,marketing-pro,free,free,free,FALSE,India,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,Other
2019-08-03,,,marketing-pro,free,none,none,FALSE,Tunisia,French,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,Germany,German,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,6,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-13,,,marketing-pro,starter,starter,free,TRUE,Brazil,Portuguese,pricing-pages-products-plans-trial-button-calculator-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,11,Other
2019-08-02,,,marketing-pro,starter,free,free,TRUE,South Africa,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,1,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,9,Other
2019-08-08,,,marketing-pro,free,none,none,FALSE,Bahamas,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,4,Other
2019-08-09,,,marketing-pro,free,free,free,FALSE,Argentina,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,Other
2019-08-07,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,Tunisia,English,learning-center-content-trial-button-content,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-23,1,2019-08-23 13:54:57,marketing-pro,starter,starter,free,TRUE,France,French,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,"[
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Additional Contacts"",
  ""Tech Service: First-Time Template Setup"",
  ""HubSpot for Startups Setup""
 ]",Marketing,0,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,Other
2019-08-10,1,2019-08-23 14:38:49,marketing-pro,free,free,free,FALSE,Czech Republic,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Service Hub Professional"",
  ""Additional Contacts"",
  ""Tech Service: First-Time Template Setup"",
  ""HubSpot for Startups Setup""
 ]",Marketing,0,0,marketing-pro,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,7,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-calculator-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,Other
2019-08-06,,,marketing-pro,free,free,none,FALSE,Spain,Spanish,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,8,Other
2019-08-05,,,marketing-pro,free,none,none,FALSE,Colombia,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,6,Other
2019-08-12,,,marketing-pro,free,free,free,FALSE,Ireland,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-08,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,9,Other
2019-08-22,,,marketing-pro,free,free,free,FALSE,United Arab Emirates,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Other
2019-08-02,,,marketing-pro,free,free,free,FALSE,Ireland,English,pricing-pages-products-plans-trial-button-calculator-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,8,Other
2019-07-31,,,marketing-pro,free,free,free,FALSE,South Africa,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,6,Other
2019-08-07,1,2019-08-21 13:25:48,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Additional Contacts"",
  ""Marketing Hub Professional"",
  ""Tech Service: First-Time Template Setup""
 ]",Marketing,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,Other
2019-08-01,,,marketing-pro,free,free,free,FALSE,Georgia,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,Other
2019-08-07,,,marketing-pro,free,free,free,FALSE,Brazil,Portuguese,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,8,Other
2019-08-07,,,marketing-pro,free,free,none,FALSE,Japan,Japanese,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,5,Other
2019-08-19,,,marketing-pro,free,none,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,1,marketing-pro,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,Other
2019-08-02,,,marketing-pro,basic,free,none,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,9,Other
2019-08-16,,,marketing-pro,free,none,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-03,,,marketing-pro,free,none,none,FALSE,France,French,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,Other
2019-08-15,,,marketing-pro,free,free,none,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,0,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,Canada,English,learning-center-content-trial-button-content,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-14,,,marketing-pro,free,free,free,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,Other
2019-08-06,,,marketing-pro,free,free,free,FALSE,Ireland,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,3,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,Netherlands,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,United States,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Other
2019-08-01,,,marketing-pro,free,none,none,FALSE,Vietnam,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-15,,,marketing-pro,free,none,none,FALSE,United States,English,learning-center-content-trial-button-social,Marketing,,,1,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other
2019-08-05,,,marketing-pro,free,free,free,FALSE,Mongolia,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,5,Other
2019-08-12,,,marketing-pro,free,none,none,FALSE,Mexico,Spanish,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,1,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,5,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,Myanmar (Burma),English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,Other
2019-08-14,,,marketing-pro,free,none,none,FALSE,Bangladesh,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-seo,Marketing,,,1,1,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,Other
2019-08-01,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-13,,,marketing-pro,free,free,free,FALSE,Brazil,Portuguese,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,Germany,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-16,,,marketing-pro,free,free,none,FALSE,Egypt,English,learning-center-content-trial-button-seo,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,Canada,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,7,Other
2019-08-11,,,marketing-pro,basic,free,none,TRUE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,1,1,marketing-pro,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,Israel,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,7,Other
2019-08-12,,,marketing-pro,free,free,free,FALSE,Canada,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,11,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,Germany,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,5,Other
2019-08-22,1,2019-08-27 13:05:18,marketing-pro,starter,none,none,TRUE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Additional Contacts"",
  ""Service Hub Starter"",
  ""Marketing Hub Starter"",
  ""Quick Start Consultation""
 ]",Marketing,1,1,marketing-pro,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,8,Other
2019-08-20,1,2019-08-27 12:56:14,marketing-pro,free,free,free,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Tech Service: First-Time Template Setup""
 ]",Marketing,1,0,marketing-pro,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,9,Other
2019-08-19,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-12,,,marketing-pro,free,free,none,FALSE,Israel,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-12,,,marketing-pro,free,none,none,FALSE,Pakistan,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,5,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,Nigeria,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-07-31,,,marketing-pro,starter,starter,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,8,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,South Africa,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Other
2019-08-20,,,marketing-pro,free,none,none,FALSE,New Zealand,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,Other
2019-08-01,,,marketing-pro,free,none,none,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,8,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,Singapore,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,Other
2019-08-20,,,marketing-pro,free,free,free,FALSE,Norway,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-social,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Other
2019-08-02,,,marketing-pro,starter,free,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,9,Other
2019-08-13,,,marketing-pro,free,free,free,FALSE,Ireland,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Other
2019-08-17,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-seo,Marketing,,,1,1,marketing-pro,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Other
2019-08-22,,,marketing-pro,free,none,none,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Other
2019-08-06,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,Other
2019-08-09,,,marketing-pro,free,free,free,FALSE,Denmark,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Other
2019-08-12,,,marketing-pro,free,none,none,FALSE,Belarus,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-08-23,,,marketing-pro,,,,,Indonesia,English,learning-center-content-trial-button-social,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-09,,,marketing-pro,free,none,none,FALSE,Norway,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,India,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other
2019-07-31,,,marketing-pro,free,free,none,FALSE,United Kingdom,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,5,Other
2019-08-20,,,marketing-pro,free,pro,none,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-08,,,marketing-pro,starter,pro,free,TRUE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,8,Other
2019-08-15,,,marketing-pro,free,free,free,FALSE,United States,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,1,1,marketing-pro,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,5,Other
2019-08-08,,,marketing-pro,free,free,free,FALSE,United States,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-13,,,marketing-pro,free,none,none,FALSE,Australia,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,5,Other
2019-08-01,,,marketing-pro,free,free,none,FALSE,Gabon,French,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,Ecuador,Spanish,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,4,Other
2019-08-23,,,marketing-pro,free,none,none,FALSE,India,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-07-31,,,marketing-pro,free,none,none,FALSE,Bangladesh,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Other
2019-08-14,,,marketing-pro,free,free,free,FALSE,Spain,Spanish,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,0,0,marketing-pro,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,9,Other
2019-08-15,,,marketing-pro,free,none,none,FALSE,Pakistan,English,learning-center-content-trial-button-seo,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-06,,,marketing-pro,free,free,free,FALSE,United States,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,6,Other
2019-08-19,,,marketing-pro,free,free,free,FALSE,Philippines,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,8,Other
2019-08-03,1,2019-08-28 6:43:34,marketing-pro,free,free,free,FALSE,Netherlands,English,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,"[
  ""Marketing Hub Professional"",
  ""Sales Hub Professional"",
  ""Service Hub Professional"",
  ""Tech Service: First-Time Template Setup""
 ]",Marketing,0,0,marketing-pro,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,8,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,United Kingdom,English,learning-center-content-trial-button-content,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other
2019-08-21,,,marketing-pro,free,none,none,FALSE,France,French,pricing-pages-products-plans-trial-button-merch-card-marketing-pro,Marketing,,,1,1,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Other
2019-08-02,,,marketing-pro,free,free,free,FALSE,Ireland,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,6,Other
2019-08-12,,,marketing-pro,free,free,free,FALSE,Israel,English,forms-zero-state-trial-button-secondary-cta,Marketing,,,0,0,marketing-pro,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,Other
2019-08-15,,,marketing-pro,starter,starter,starter,TRUE,Ukraine,English,paywall-ui-workflows-paywall-trial-button-marketing-workflows-paywall,Marketing,,,0,0,marketing-pro,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,Other
